AVAILABILITYZONE,BILLEDCOST,BILLINGACCOUNTID,BILLINGACCOUNTNAME,BILLINGCURRENCY,BILLINGPERIODEND,BILLINGPERIODSTART,CHARGECATEGORY,CHARGECLASS,CHARGEDESCRIPTION,CHARGEFREQUENCY,CHARGEPERIODEND,CHARGEPERIODSTART,COMMITMENTDISCOUNTCATEGORY,COMMITMENTDISCOUNTID,COMMITMENTDISCOUNTNAME,COMMITMENTDISCOUNTSTATUS,COMMITMENTDISCOUNTTYPE,CONSUMEDQUANTITY,CONSUMEDUNIT,CONTRACTEDCOST,CONTRACTEDUNITPRICE,EFFECTIVECOST,INVOICEISSUERNAME,LISTCOST,LISTUNITPRICE,PRICINGCATEGORY,PRICINGQUANTITY,PRICINGUNIT,PROVIDERNAME,PUBLISHERNAME,REGIONID,REGIONNAME,RESOURCEID,RESOURCENAME,RESOURCETYPE,SERVICECATEGORY,SERVICENAME,SKUID,SKUPRICEID,SUBACCOUNTID,SUBACCOUNTNAME,TAGS,X_COSTCATEGORIES,X_DISCOUNTS,X_OPERATION,X_SERVICECODE,X_USAGETYPE
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,USD0.0 per GB for APS2-DataTransfer-AZ-In-Bytes,Usage-Based,00:00.0,00:00.0,,,,,,1.96407E-05,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,1.96407E-05,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),v-5r149q12spp70snr0,,,Compute,Amazon Elastic Compute Cloud,FDZJEFKN72VG443T,FDZJEFKN72VG443T.JRTCKXETXF.6YS6EN2CT7,5.06176E+11,gsafj-qpvf-gav-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""diva-app-uat-0025""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-dcis-tni-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000142040""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",VPCPeering-In,AmazonEC2,APS2-DataTransfer-AZ-In-Bytes
,4.3823E-06,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Usage-Based,00:00.0,00:00.0,,,,,,0.000561832,GB,4.3823E-06,0.007800025,4.3823E-06,Amazon Web Services Australia Pty Ltd,5.6183E-06,0.01,Standard,0.000561832,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),v-51r27q4s7436313r7,,,Compute,Amazon Elastic Compute Cloud,5D2MW78KPJPRV7WA,5D2MW78KPJPRV7WA.JRTCKXETXF.6YS6EN2CT7,57816637909,gsafj-pbecbengrvg-rdhvcceq-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""awspwapotx14""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""040842""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""sap45200""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.236000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.236000000000000e-06}]}",InterZone-Out,AmazonEC2,APS2-DataTransfer-Regional-Bytes
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0,GiB/Second-Months,0,38.33856,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-53n55pso6n7165r55,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,7.79958E+11,ezf-onuf-njf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""prod""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Rubaiyat.Kibria@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""scprd-gp3-azb-ebs""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Safety Critical Information Application""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""Safety Critical Information Application""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Personal""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Personal+Sensitive: NSW Government""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-022r1wfl6ezy0h""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Rubaiyat Kibria""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""DB Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003571""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""0000128428""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""UNCLASSIFIED""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""DATABASE""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000128428""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":0.000000000000000e+00}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3
,0.003920517,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.091387349,GB-Months,0.003920517,0.0429,0.003920517,Amazon Web Services Australia Pty Ltd,0.005026304,0.055,Standard,0.091387349,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:849332123072,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,8.49332E+11,fg-svanaprvg-op-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""st-financeit-bc-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000129075""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.105786900000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.105786900000000e-03}]}",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage
,0.00000234,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,0.00000234,0.00000234,0.00000234,Amazon Web Services Australia Pty Ltd,0.000003,0.000003,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:kms:ap-southeast-2:996094396717,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,9.96094E+11,gsafj-pvgf-ovnnf-cebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":-6.600000000000000e-07},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-6.600000000000000e-07}]}",ListGrants,awskms,ap-southeast-2-KMS-Requests
,0.0013572,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.00174 per Instance-hrs for EC2-Scanning in Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,1,Instance-Hours,0.0013572,0.0013572,0.0013572,Amazon Web Services Australia Pty Ltd,0.00174,0.00174,Standard,1,Instance-Hours,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:110780570035,,,Security,Amazon Inspector,3RS7K65H7WVBUJP4,3RS7K65H7WVBUJP4.JRTCKXETXF.6YS6EN2CT7,1.10781E+11,ezf-onuf-njf-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Non Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""dev""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Murugs.Ramassamy@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""AWBNPLOG6SFDB01""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Oracle Gold Shared Database""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""Oracle Gold Shared Database""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Legal""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Legal+Sensitive: Law Enforcement+Sensitive: Health Information+Sensitive: Personal+Sensitive: NSW Government+Sensitive""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-0377dm7726ug5v""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Murugs Ramassamy""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""DB Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003385""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""UNCLASSIFIED""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""DATABASE""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Development""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-3.828000000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-3.828000000000000e-04}]}",active,AmazonInspectorV2,APS2-EC2-Scanning
,0.00641202,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,00:00.0,00:00.0,,,,,,0.685044826,GB-Months,0.00641202,0.00936,0.00641202,Amazon Web Services Australia Pty Ltd,0.008220538,0.012,Standard,0.685044826,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:backup:ap-southeast-2:790639323661,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,7.90639E+11,gsafj-uf-izp-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""VMC Hosting""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE29267""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000124865""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.808518300000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.808518300000000e-03}]}",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine
,0.017893019,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.417086694,GB-Months,0.017893019,0.0429,0.017893019,Amazon Web Services Australia Pty Ltd,0.022939768,0.055,Standard,0.417086694,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:849332123072,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,8.49332E+11,fg-svanaprvg-op-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""st-financeit-bc-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000129075""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-5.046749000000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-5.046749000000000e-03}]}",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage
,0.000690133,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,00:00.0,00:00.0,,,,,,0.073732181,GB-Months,0.000690133,0.00936,0.000690133,Amazon Web Services Australia Pty Ltd,0.000884786,0.012,Standard,0.073732181,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:backup:ap-southeast-2:790639323661,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,7.90639E+11,gsafj-uf-izp-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""VMC Hosting""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE29267""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.946530000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.946530000000000e-04}]}",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine
,3.432E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,3.432E-07,3.432E-07,3.432E-07,Amazon Web Services Australia Pty Ltd,0.00000044,0.00000044,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),grfg-ohpxrg-nggevohgrf,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,1.76818E+11,gsafj-pbr-rdhvcfcg-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-coe-equipspt-nonprod""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""sap45200""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-9.680000000000001e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-9.680000000000001e-08}]}",ReadLocation,AmazonS3,APS2-Requests-Tier2
,0.00000468,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,2,Requests,0.00000468,0.00000234,0.00000468,Amazon Web Services Australia Pty Ltd,0.000006,0.000003,Standard,2,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:kms:ap-southeast-2:396617251818,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,3.96617E+11,gsafj-arg-argfvz-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-net-netsim-nonprod""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.320000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.320000000000000e-06}]}",GetKeyPolicy,awskms,ap-southeast-2-KMS-Requests
,0.001170344,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.027280746,GB-Months,0.001170344,0.0429,0.001170344,Amazon Web Services Australia Pty Ltd,0.001500441,0.055,Standard,0.027280746,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:741834794295,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,7.41835E+11,gsafj-nnv-qngncyngsbez-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-aai-dataplatform-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000131039""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-3.300970000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-3.300970000000000e-04}]}",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage
,3.432E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,3.432E-07,3.432E-07,3.432E-07,Amazon Web Services Australia Pty Ltd,0.00000044,0.00000044,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),fgnpxfrg-np-fcyhax-fgnpxfrg-462q5-pjonpxhcf8ohpxrg-bt6o9fugu0kt,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,5.05207E+11,gsafj-pbecvg-rdhvccevzrcbp-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-corpit-equipprimepoc-nonprod""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-9.680000000000001e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-9.680000000000001e-08}]}",ReadVersioningProps,AmazonS3,APS2-Requests-Tier2
,3.432E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,3.432E-07,3.432E-07,3.432E-07,Amazon Web Services Australia Pty Ltd,0.00000044,0.00000044,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),aba-cebq-gsfgngr-nc-fbhgurnfg-7-137816202812,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,1.37816E+11,gsafj-vf-fpngf-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-is-scats-nonprod""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-9.680000000000001e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-9.680000000000001e-08}]}",ReadBucketLifecycle,AmazonS3,APS2-Requests-Tier2
,1.01E-08,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.098 per GB - Asia Pacific (Sydney) data transfer to US East (Northern Virginia),Usage-Based,00:00.0,00:00.0,,,,,,1.322E-07,GB,1.01E-08,0.076399395,1.01E-08,Amazon Web Services Australia Pty Ltd,0.000000013,0.098,Standard,1.322E-07,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),gcn-ebnz-zbaguyl-efpevcg-freireyrffqrcyblzragohpx-bso1f3e8munt,,bucket,Storage,Amazon Simple Storage Service,PM7SF7GUUSEM94ZC,PM7SF7GUUSEM94ZC.JRTCKXETXF.6YS6EN2CT7,3.97058E+11,gsafj-nnv-qvn-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-aai-dia-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000131039""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.800000000000000e-09},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.800000000000000e-09}]}",ReadLocation,AmazonS3,APS2-USE1-AWS-Out-Bytes
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,00:00.0,00:00.0,,,,,,6.19432E-05,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,6.19432E-05,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ecs:ap-southeast-2:234622589025,,,Compute,Amazon Elastic Container Service,BME433TEPTCMNR43,BME433TEPTCMNR43.JRTCKXETXF.6YS6EN2CT7,2.34623E+11,gsafj-nnv-qngncyngsbez-cebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",FargateTask,AmazonECS,APS2-DataTransfer-xAZ-Out-Bytes
,1.01E-08,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,USD 0.098 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Usage-Based,00:00.0,00:00.0,,,,,,1.322E-07,GB,1.01E-08,0.076399395,1.01E-08,Amazon Web Services Australia Pty Ltd,0.000000013,0.098,Standard,1.322E-07,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),afj-genafcbeg-arkhf-gnyraq-qri-fancfubg,,bucket,Storage,Amazon Simple Storage Service,FHM46SK5YAEMPW6N,FHM46SK5YAEMPW6N.JRTCKXETXF.6YS6EN2CT7,3.96593E+11,gsafj-nnv-qngncyngsbez-ztzg,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-aai-dataplatform-mgmt""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000131039""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.800000000000000e-09},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.800000000000000e-09}]}",ReadLocation,AmazonS3,APS2-EUN1-AWS-Out-Bytes
,0.000317203,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,Tier 1 $0.037 per GB of data read from Kinesis Data Streams,Usage-Based,00:00.0,00:00.0,,,,,,0.010991097,GB,0.000317203,0.028859996,0.000317203,Amazon Web Services Australia Pty Ltd,0.000406671,0.037,Standard,0.010991097,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:firehose:ap-southeast-2:028650228866,,,Analytics,Amazon Kinesis Firehose,DEM67V2V89W7K973,DEM67V2V89W7K973.JRTCKXETXF.HK3AFRJD7J,28650228866,fg-svanaprvg-op-cercebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""SYT021858""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-8.946750000000000e-05},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-8.946750000000000e-05}]}",GetKinesisRecords,AmazonKinesisFirehose,APS2-StreamsSourceBilledBytes
